SYMBOL,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
INDIACEM,210.6,213.8,210.6,211.95,212.05,210.45,3586097,759276303.8,26-JUL-2017,21802,INE383A01012
INDIANB,321.8,323.8,314.4,314.9,315.1,321.3,991387,315312514.65,26-JUL-2017,16170,INE562A01011
INDIGO,1247,1248,1231.1,1234.65,1233.9,1246.45,418016,516981119.5,26-JUL-2017,15458,INE646L01027
INDUSINDBK,1543.8,1585,1536.65,1580.2,1580,1542.5,1175988,1837026927.45,26-JUL-2017,47830,INE095A01012
INFIBEAM,1329.95,1383,1325,1370.8,1369,1321.25,1312728,1782220522.6,26-JUL-2017,18303,INE483S01012
INFRATEL,412.65,414.9,407.55,413.5,413.55,415.65,1488819,612443075.5,26-JUL-2017,30140,INE121J01017
INFY,998.1,999,990.4,994.05,994,993.85,3435012,3413852845.2,26-JUL-2017,104013,INE009A01021
IOC,375,376.05,372,373.65,373,374.8,2672524,1001741488.35,26-JUL-2017,40760,INE242A01010
IRB,217.5,218.45,213.05,214.75,214.25,217.15,1792951,386984693.75,26-JUL-2017,13788,INE821I01014
ITC,292,294.25,291.5,293.65,293.4,291.4,9209593,2698603021.6,26-JUL-2017,88098,INE154A01025
IBULHSGFIN,1198.8,1204.35,1152.85,1158.85,1160.85,1189.25,2412305,2813294503.8,27-JUL-2017,44232,INE148I01020
ICICIBANK,314.45,314.45,305.35,307.2,308.6,310.35,28535869,8835417831.25,27-JUL-2017,108869,INE090A01021
ICICIPRULI,454.6,457.8,433.15,439.05,440.05,450.35,2306141,1022191188.1,27-JUL-2017,39505,INE726G01019
IDBI,62.4,62.8,59.25,59.45,59.4,62.2,3520664,212773709.45,27-JUL-2017,11238,INE008A01015
IDEA,94.45,97.7,91.1,92.75,92.35,94.55,35417595,3319651163.7,27-JUL-2017,62683,INE669E01016
IDFC,58.55,59.2,57.35,57.6,57.6,58.35,17698654,1026445036.5,27-JUL-2017,23419,INE043D01016
IDFCBANK,60.45,61.35,58.7,59.15,59.05,60.35,20230181,1216668285.6,27-JUL-2017,45604,INE092T01019
IGL,1144,1190,1142,1177,1179.95,1131.8,1180221,1382613917.95,27-JUL-2017,47763,INE203G01019
INDIACEM,212.9,218.3,210.2,215.25,215.25,211.95,7383926,1584700046.75,27-JUL-2017,42063,INE383A01012
INDIANB,315.25,319.9,309,309.8,309.3,314.9,874407,275182155.1,27-JUL-2017,9211,INE562A01011
INDIGO,1234,1249,1219.5,1243.5,1248.1,1234.65,934333,1156658901.2,27-JUL-2017,24136,INE646L01027
INDUSINDBK,1587,1625.9,1585,1606.7,1602.9,1580.2,1980176,3182016002.65,27-JUL-2017,56609,INE095A01012
INFIBEAM,1379.8,1433,1291,1352.35,1296,1370.8,3475858,4815055631.1,27-JUL-2017,49371,INE483S01012
INFRATEL,417,417,409,411.05,411.05,413.5,2796607,1151846550.45,27-JUL-2017,40461,INE121J01017
INFY,996,1004,966.8,971.05,969.85,994.05,6338426,6222055606.7,27-JUL-2017,100543,INE009A01021
IOC,376,376,367.2,368.9,368.5,373.65,6013713,2239213918.55,27-JUL-2017,43128,INE242A01010
IRB,216.45,220,215.55,217.7,217.6,214.75,5135613,1118594116.55,27-JUL-2017,23037,INE821I01014
ITC,294.7,295.4,286.75,288.55,291.7,293.65,18892800,5508837342,27-JUL-2017,142759,INE154A01025
IBULHSGFIN,1162,1179,1156.65,1175.5,1176,1158.85,743040,871468904.25,28-JUL-2017,20767,INE148I01020
ICICIBANK,304,304,293.85,296.15,296.05,307.2,30571846,9124280272.8,28-JUL-2017,190090,INE090A01021
ICICIPRULI,440.05,452.85,437.15,448,449,439.05,1425701,635060661.8,28-JUL-2017,35687,INE726G01019
IDBI,59,60.15,57.15,59.25,59.55,59.45,2434923,144114570.7,28-JUL-2017,9628,INE008A01015
IDEA,87.55,96.7,87.55,95.55,95.4,92.75,35761164,3337129362.3,28-JUL-2017,97786,INE669E01016
IDFC,58.6,60.45,58.05,59.55,59.5,57.6,15633060,930153888.75,28-JUL-2017,40045,INE043D01016
IDFCBANK,59.25,60.75,59.15,60.55,60.6,59.15,8737887,525815600,28-JUL-2017,22930,INE092T01019
IGL,1177,1228.6,1170,1190.65,1190,1177,1053940,1265031002.65,28-JUL-2017,31301,INE203G01019
INDIACEM,214.8,218,199.05,202.9,201.45,215.25,13488100,2782331990.85,28-JUL-2017,74683,INE383A01012
INDIANB,309.75,313.75,306.25,308.5,309,309.8,1368949,424504129.3,28-JUL-2017,12090,INE562A01011
INDIGO,1243.45,1303.65,1243.45,1286.1,1282,1243.5,1138895,1458886795.8,28-JUL-2017,30093,INE646L01027
INDUSINDBK,1596.5,1637.35,1594.05,1628.35,1635,1606.7,923109,1490616343.95,28-JUL-2017,33171,INE095A01012
INFIBEAM,1279.6,1314.95,1255,1305.75,1298.2,1352.35,1082142,1402329492.7,28-JUL-2017,16767,INE483S01012
INFRATEL,413.9,413.9,398.65,403.9,399.65,411.05,2250006,912784538.6,28-JUL-2017,34033,INE121J01017
INFY,976,1003,962.3,997.35,995.7,971.05,5549214,5478201640.4,28-JUL-2017,92083,INE009A01021
IOC,368,370,364.1,367.8,368.8,368.9,3392587,1245179357.6,28-JUL-2017,57723,INE242A01010
IRB,215.5,226.5,215.5,225.75,225.6,217.7,4220600,939781942.1,28-JUL-2017,31805,INE821I01014
ITC,294.3,294.75,287.15,291.55,290.35,288.55,18494629,5372055638.45,28-JUL-2017,139598,INE154A01025
IBULHSGFIN,1176,1189,1152.25,1175.25,1178,1175.5,767230,898899639.45,31-JUL-2017,29562,INE148I01020
ICICIBANK,298.85,306.45,296.25,302.6,302.8,296.15,21526493,6518136652.6,31-JUL-2017,122937,INE090A01021
ICICIPRULI,452,459.9,449.05,458.95,459.3,448,880996,401615118.8,31-JUL-2017,43013,INE726G01019
IDBI,59.25,59.95,58,59.45,59.65,59.25,2672853,158360146,31-JUL-2017,12344,INE008A01015
IDEA,94.9,95.55,92.1,92.45,92.35,95.55,12961089,1208918454.9,31-JUL-2017,42636,INE669E01016
IDFC,59.55,59.8,58.55,58.75,58.7,59.55,5510634,325387589,31-JUL-2017,11238,INE043D01016
IDFCBANK,60.65,60.8,59.35,59.45,59.6,60.55,8372161,501011601,31-JUL-2017,24778,INE092T01019
IGL,1190,1202.85,1167.45,1179.1,1179.2,1190.65,453377,533792314.95,31-JUL-2017,23443,INE203G01019
INDIACEM,202.2,205.5,197,203.95,204.85,202.9,4974017,1003726180.6,31-JUL-2017,28532,INE383A01012
INDIANB,309,317,307.9,313.35,312.5,308.5,1704915,535655096.85,31-JUL-2017,18300,INE562A01011
INDIGO,1298.25,1317.2,1282.6,1290.75,1290,1286.1,983921,1277502150.15,31-JUL-2017,38103,INE646L01027
INDUSINDBK,1634.3,1650.8,1616.5,1645.75,1639.25,1628.35,1287974,2108788616.1,31-JUL-2017,46415,INE095A01012
INFIBEAM,1314.8,1436.3,1308,1415.35,1417,1305.75,1954916,2691703658.85,31-JUL-2017,28841,INE483S01012
INFRATEL,398.65,406,395.25,401.4,400.05,403.9,3107036,1247601918.75,31-JUL-2017,45140,INE121J01017
INFY,991.9,1021.7,986.75,1011.2,1015,997.35,9579124,9653593591.35,31-JUL-2017,194493,INE009A01021
IOC,368.6,373.7,366.5,367.65,366.6,367.8,2537096,937819235.05,31-JUL-2017,39231,INE242A01010
IRB,225,227.7,224,225.3,225.95,225.75,2773280,625266722,31-JUL-2017,52036,INE821I01014
ITC,289.5,290.3,284.5,285.25,285.25,291.55,21247233,6089014371.7,31-JUL-2017,132459,INE154A01025
IBULHSGFIN,1156.5,1156.5,1128.1,1145.05,1145.2,1160.6,1884239,2147681394.8,01-JUN-2017,74958,INE148I01020
ICICIBANK,325.5,325.65,316.75,320.1,319.9,326.45,18075966,5806150205,01-JUN-2017,118895,INE090A01021
ICICIPRULI,403,409.4,402.1,403.05,403,406.85,119366,48275999.15,01-JUN-2017,4827,INE726G01019
IDBI,59.55,61.1,59.45,60.75,60.6,60,3045916,183386494.15,01-JUN-2017,10587,INE008A01015
IDEA,79.25,80.75,78.75,79.5,79.35,80,5281486,420931988.85,01-JUN-2017,19730,INE669E01016
IDFC,58.75,59.4,58.1,59.15,59,59.05,1926329,113158736.85,01-JUN-2017,5010,INE043D01016
IDFCBANK,57.55,58.05,57.05,57.85,57.85,57.55,5799942,334197484.5,01-JUN-2017,27195,INE092T01019
IGL,1073.7,1073.7,1052,1063.9,1060,1074.35,187826,199313141,01-JUN-2017,7374,INE203G01019
INDIACEM,205,212.8,202,209.35,209.5,204.55,7280528,1518082150,01-JUN-2017,41686,INE383A01012
INDIANB,319.2,329.8,313,324.05,325,316.35,1612115,515753188.1,01-JUN-2017,16926,INE562A01011
INDIGO,1119.8,1134.65,1100,1130.25,1131.9,1106.9,362638,406240805.75,01-JUN-2017,16713,INE646L01027
INDUSINDBK,1470.3,1500,1470.3,1485.6,1493.65,1480.7,560468,829983967.7,01-JUN-2017,24057,INE095A01012
INFIBEAM,964.95,976,945,971.4,970.1,960.85,528832,506369431.3,01-JUN-2017,8793,INE483S01012
INFRATEL,370.1,379.45,369.8,376.25,377,366.6,2505966,939912213.15,01-JUN-2017,50681,INE121J01017
INFY,969.3,979.7,958.55,971.4,971.25,977.05,2754303,2670262585.15,01-JUN-2017,81421,INE009A01021
IOC,428.4,428.4,411.05,413.85,413.65,429.45,6857292,2865383960.45,01-JUN-2017,84538,INE242A01010
IRB,226.4,229.8,224.2,225.2,225,227.4,1857408,420297486.55,01-JUN-2017,21394,INE821I01014
ITC,312,316.75,310.8,314.2,315,311.8,8253042,2600519266.9,01-JUN-2017,91321,INE154A01025
IBULHSGFIN,1149.5,1153,1128.65,1131.85,1130.1,1145.05,861033,977577539.55,02-JUN-2017,60043,INE148I01020
ICICIBANK,322,322.95,315.65,318.15,318,320.1,12245022,3898388272.65,02-JUN-2017,90718,INE090A01021
ICICIPRULI,403,413.9,398,410.65,409,403.05,797368,325927324.7,02-JUN-2017,24328,INE726G01019
IDBI,61.45,61.5,60.1,60.95,60.75,60.75,3132336,190778726.8,02-JUN-2017,11041,INE008A01015
IDEA,80,81,79.6,79.95,79.7,79.5,7048264,564568784.25,02-JUN-2017,25269,INE669E01016
IDFC,59.4,60,59,59.4,59.2,59.15,3069321,182946558.85,02-JUN-2017,5501,INE043D01016
IDFCBANK,58.15,59,57.9,58.7,58.7,57.85,5561267,325233642.35,02-JUN-2017,20111,INE092T01019
IGL,1063,1096.45,1063,1088.35,1086.45,1063.9,521589,567580554.35,02-JUN-2017,13671,INE203G01019
INDIACEM,211.9,213.8,207.3,212.9,212.8,209.35,4454752,941695997.7,02-JUN-2017,26666,INE383A01012
INDIANB,321.2,324.7,314.8,318,316.75,324.05,1497982,479427313.6,02-JUN-2017,14209,INE562A01011
INDIGO,1135.25,1144.2,1111.55,1116.4,1119.6,1130.25,348414,391362102,02-JUN-2017,12800,INE646L01027
INDUSINDBK,1494.1,1519.95,1483.1,1514.55,1517.6,1485.6,638560,962467222.35,02-JUN-2017,21036,INE095A01012
INFIBEAM,978,990,967.3,984.5,985,971.4,447824,439512144.2,02-JUN-2017,7580,INE483S01012
INFRATEL,376.45,382.9,371,374.65,373.3,376.25,1334349,502873542.4,02-JUN-2017,37710,INE121J01017
INFY,973.4,975.45,964.2,969.45,966,971.4,1958983,1897792688.95,02-JUN-2017,48927,INE009A01021
IOC,417,419.7,411.35,414.8,414.8,413.85,3938871,1632979105.4,02-JUN-2017,63064,INE242A01010
IRB,228.9,232.95,225.1,231.8,232,225.2,2811313,647400915,02-JUN-2017,28308,INE821I01014
ITC,316.1,319.9,315.2,319.2,319.3,314.2,11073749,3519851647.6,02-JUN-2017,65848,INE154A01025
IBULHSGFIN,1132,1187.4,1132,1170.15,1171.05,1131.85,2301492,2681146279.55,05-JUN-2017,81251,INE148I01020
ICICIBANK,318.5,321.65,318.15,319.75,319.55,318.15,8937594,2860320198.4,05-JUN-2017,67308,INE090A01021
ICICIPRULI,409.5,413.5,405.2,406.45,405.8,410.65,247310,101319913.7,05-JUN-2017,5120,INE726G01019
IDBI,60.9,61.45,60.4,60.75,60.6,60.95,1960528,119348839.6,05-JUN-2017,7047,INE008A01015
IDEA,80,82.1,79.9,81.7,81.95,79.95,7373893,598117483.05,05-JUN-2017,58281,INE669E01016
IDFC,59.2,59.7,58.9,59,59,59.4,1755635,103806023.4,05-JUN-2017,5032,INE043D01016
IDFCBANK,58.9,59.4,57.9,59.15,59.3,58.7,7893307,461910967.2,05-JUN-2017,22356,INE092T01019
IGL,1089,1094,1075.45,1085.25,1087.65,1088.35,168623,183003387.25,05-JUN-2017,7515,INE203G01019
INDIACEM,212.4,216,208.5,214.2,214.15,212.9,5875162,1250465987.65,05-JUN-2017,34748,INE383A01012
INDIANB,318.1,322.95,315.15,316.25,317,318,1062133,338310583.6,05-JUN-2017,9681,INE562A01011
INDIGO,1117.2,1141,1109.8,1134.9,1137,1116.4,324527,367028674.95,05-JUN-2017,12728,INE646L01027
INDUSINDBK,1518.9,1519.25,1502.6,1505.25,1508,1514.55,447987,677141401.05,05-JUN-2017,20034,INE095A01012
INFIBEAM,985,1005,982,990.3,982.9,984.5,428091,427072303.75,05-JUN-2017,9277,INE483S01012
INFRATEL,381.3,384.9,375.6,382.45,380.55,374.65,3563721,1359941983.55,05-JUN-2017,74109,INE121J01017
INFY,970,972,957.05,958.75,959,969.45,2731349,2626761462.75,05-JUN-2017,83794,INE009A01021
IOC,417.85,423.65,416.15,422.05,422.45,414.8,3567888,1498312338.2,05-JUN-2017,74932,INE242A01010
IRB,233.35,236.4,231.15,234.2,233.8,231.8,2826765,662412628.4,05-JUN-2017,38508,INE821I01014
ITC,315,318.25,313.3,317.45,317.5,319.2,9482413,3004339371.75,05-JUN-2017,69774,INE154A01025
IBULHSGFIN,1174.4,1175.85,1133.05,1138.45,1139,1170.15,1820089,2086437489.45,06-JUN-2017,68889,INE148I01020
ICICIBANK,320.55,321.05,317.7,318.95,318.8,319.75,9779283,3116377940.75,06-JUN-2017,64327,INE090A01021
ICICIPRULI,406,408.9,397.7,400.95,401.65,406.45,213689,86315488.25,06-JUN-2017,16699,INE726G01019
IDBI,60.75,61.05,59.25,59.85,59.75,60.75,2537684,152251302.6,06-JUN-2017,8124,INE008A01015
IDEA,81.7,81.95,79.6,80.1,79.8,81.7,4266153,343397138.2,06-JUN-2017,27793,INE669E01016
IDFC,59.25,59.25,57.85,58.7,58.55,59,4148126,243093221.6,06-JUN-2017,12608,INE043D01016
IDFCBANK,59.5,59.6,58.6,59.05,58.95,59.15,5307851,313490381.75,06-JUN-2017,25845,INE092T01019
IGL,1102,1121.15,1087.8,1116.75,1118,1085.25,604141,667777090.85,06-JUN-2017,18715,INE203G01019
INDIACEM,214.45,214.45,206.3,209,209.75,214.2,4079277,856650323.65,06-JUN-2017,32150,INE383A01012
INDIANB,316.6,319.7,307.75,310.75,310.45,316.25,610973,191138735,06-JUN-2017,7349,INE562A01011
INDIGO,1138,1158,1103.7,1113.15,1108,1134.9,632030,719479989.1,06-JUN-2017,25321,INE646L01027
INDUSINDBK,1509.7,1523,1495.5,1511,1515.35,1505.25,456242,689083458.2,06-JUN-2017,23341,INE095A01012
INFIBEAM,989.95,997,962.5,971.05,968,990.3,348570,342914373.45,06-JUN-2017,6345,INE483S01012
INFRATEL,383,388.9,379.8,383.15,384.7,382.45,2537956,974632973.95,06-JUN-2017,53194,INE121J01017
INFY,965,987.5,964.4,979.35,980,958.75,3504343,3434525873.65,06-JUN-2017,83178,INE009A01021
IOC,425,429.9,420.1,424.6,424,422.05,3514494,1493838750,06-JUN-2017,53683,INE242A01010
IRB,232.35,234.1,227.75,230.9,230.25,234.2,2128005,491074409,06-JUN-2017,23825,INE821I01014
ITC,317.5,319,309.3,311.05,311.3,317.45,9841205,3063364368.45,06-JUN-2017,87515,INE154A01025
IBULHSGFIN,1142,1147.5,1123.25,1137.85,1146.45,1138.45,1863392,2111530420.55,07-JUN-2017,55712,INE148I01020
ICICIBANK,321.05,325.95,320.75,324.7,324.95,318.95,13705491,4438156764.7,07-JUN-2017,144130,INE090A01021
ICICIPRULI,404.5,424.9,404.5,421,421.5,400.95,2430312,1013242847.2,07-JUN-2017,55940,INE726G01019
IDBI,59.9,60.5,59.8,60.2,60.3,59.85,2025835,121794291.2,07-JUN-2017,11604,INE008A01015
IDEA,80.1,80.65,78.35,78.9,78.65,80.1,5963563,473330775.75,07-JUN-2017,22456,INE669E01016
IDFC,58.7,59.05,58.25,58.7,59,58.7,1591564,93370699.3,07-JUN-2017,5346,INE043D01016
IDFCBANK,58.8,59.35,58.8,59.05,59.05,59.05,4571991,270047280.95,07-JUN-2017,18875,INE092T01019
IGL,1121.9,1126.95,1099.8,1106.2,1101.8,1116.75,228740,254059219.1,07-JUN-2017,5988,INE203G01019
INDIACEM,207,211.7,207,209.9,210,209,2972713,623270731.75,07-JUN-2017,17268,INE383A01012
INDIANB,311.05,316,310.5,314.1,315,310.75,1017888,319157901.75,07-JUN-2017,10554,INE562A01011
INDIGO,1105,1137,1105,1129.65,1135.1,1113.15,290880,327803055.25,07-JUN-2017,10967,INE646L01027
INDUSINDBK,1512.7,1520.9,1502,1516.95,1520,1511,392417,594524787.85,07-JUN-2017,29397,INE095A01012
INFIBEAM,974.15,990,974.15,987.25,987.5,971.05,570210,561003854.5,07-JUN-2017,8685,INE483S01012
INFRATEL,385.75,388.6,379.7,383.2,380.4,383.15,1610112,617938455.05,07-JUN-2017,45025,INE121J01017
INFY,985,988.9,945,961.3,959.3,979.35,6227523,6001805446.2,07-JUN-2017,139990,INE009A01021
IOC,428.7,429,422.2,427.35,426.5,424.6,2807500,1195686551.85,07-JUN-2017,48191,INE242A01010
IRB,231.6,233.85,230.9,232.4,231.95,230.9,1601759,372596918.9,07-JUN-2017,26635,INE821I01014
ITC,311.3,314.75,310.35,312.25,311.7,311.05,11534375,3611978435.7,07-JUN-2017,91062,INE154A01025
IBULHSGFIN,1148,1159.95,1138.5,1146.3,1141.6,1137.85,1302396,1495505556.2,08-JUN-2017,54746,INE148I01020
ICICIBANK,325.9,327,319.5,320.2,319.8,324.7,18300293,5881458048.8,08-JUN-2017,97471,INE090A01021
ICICIPRULI,422.5,428,418.05,421.25,422.5,421,744147,315159103,08-JUN-2017,16626,INE726G01019
IDBI,60.3,60.55,59.25,59.4,59.45,60.2,2133559,127508134.75,08-JUN-2017,9505,INE008A01015
IDEA,79,80.5,78.35,79.45,79.35,78.9,6660145,528332774.9,08-JUN-2017,20342,INE669E01016
IDFC,59.1,59.1,57.4,57.65,57.5,58.7,4239089,245095669.5,08-JUN-2017,9582,INE043D01016
IDFCBANK,59.1,59.25,58.6,58.8,58.8,59.05,3155306,185817622.65,08-JUN-2017,11672,INE092T01019
IGL,1101,1112.95,1088.15,1095.95,1093,1106.2,236332,259227335.2,08-JUN-2017,6986,INE203G01019
INDIACEM,210.1,212.7,207.2,209.25,209.35,209.9,2958618,621214044.75,08-JUN-2017,18238,INE383A01012
INDIANB,315.3,316.5,307.2,308.3,307.5,314.1,868267,270068763.9,08-JUN-2017,13854,INE562A01011
INDIGO,1143.6,1152.65,1135,1144.2,1144.95,1129.65,446579,510293300.15,08-JUN-2017,11363,INE646L01027
INDUSINDBK,1520.9,1536.7,1517.05,1524.1,1523.25,1516.95,1261815,1928715954.2,08-JUN-2017,23554,INE095A01012
INFIBEAM,987.3,1002.6,987.3,994.1,990,987.25,395055,392216362.2,08-JUN-2017,8662,INE483S01012
INFRATEL,383,383.1,374.8,379.85,379.5,383.2,1107704,419194066.15,08-JUN-2017,20214,INE121J01017
INFY,962.95,962.95,948.15,956.45,956.05,961.3,3097676,2951501576.75,08-JUN-2017,88147,INE009A01021
IOC,428,430.65,418.15,418.75,418.25,427.35,3396980,1430688612.35,08-JUN-2017,40432,INE242A01010
IRB,233,233.45,228.4,229.2,228.7,232.4,895355,206396776.95,08-JUN-2017,10088,INE821I01014
ITC,313,313.25,309.4,311.6,311.2,312.25,7781415,2418657430.65,08-JUN-2017,111593,INE154A01025
IBULHSGFIN,1154.9,1161.15,1146.35,1155.25,1153.05,1146.3,1671823,1933307932.55,09-JUN-2017,51835,INE148I01020
ICICIBANK,318.95,323.1,316.1,322.15,322,320.2,9263914,2967941891.8,09-JUN-2017,55100,INE090A01021
ICICIPRULI,422.5,436,421,434.6,433.15,421.25,983085,423206604.4,09-JUN-2017,40568,INE726G01019
IDBI,59.1,60.25,58.75,59.9,59.75,59.4,2050990,122401570.25,09-JUN-2017,9113,INE008A01015
IDEA,79,79.45,78.3,78.95,78.9,79.45,3613478,285306865.65,09-JUN-2017,13672,INE669E01016
IDFC,57.5,57.8,57.1,57.65,57.45,57.65,1183799,68120189.65,09-JUN-2017,3309,INE043D01016
IDFCBANK,58.95,58.95,58.2,58.7,58.6,58.8,3098520,181637322,09-JUN-2017,14207,INE092T01019
IGL,1093.95,1106.3,1080.3,1098.7,1097,1095.95,194482,213137539.3,09-JUN-2017,6405,INE203G01019
INDIACEM,209.4,214.7,207.7,213.85,214.1,209.25,3669289,775483742.05,09-JUN-2017,29185,INE383A01012
INDIANB,308.3,311.7,306,307,306.85,308.3,492084,151610985.15,09-JUN-2017,6860,INE562A01011
INDIGO,1146,1158,1136.45,1151.1,1147.2,1144.2,323501,372199921.7,09-JUN-2017,12340,INE646L01027
INDUSINDBK,1520,1538,1512.95,1526.85,1525,1524.1,724205,1104255719.55,09-JUN-2017,39794,INE095A01012
INFIBEAM,992.1,999.45,986.15,991.85,992.1,994.1,404160,400803245.25,09-JUN-2017,4639,INE483S01012
INFRATEL,379.85,384.75,377.1,382.65,383,379.85,1545424,589254785.9,09-JUN-2017,34955,INE121J01017
INFY,938.55,950.95,923,948.6,949,956.45,7378831,6918028230.35,09-JUN-2017,161124,INE009A01021
IOC,419,423.9,416.15,420.05,419.4,418.75,2737353,1147393488.45,09-JUN-2017,44101,INE242A01010
IRB,229.2,230.25,226.35,229.05,229.35,229.2,1032236,235894327.85,09-JUN-2017,12892,INE821I01014
ITC,310.75,312.6,304.7,306,305.7,311.6,10065468,3094129457.25,09-JUN-2017,103882,INE154A01025
IBULHSGFIN,1148.15,1169,1141.85,1156.05,1158.25,1155.25,1527273,1765297886.9,12-JUN-2017,59805,INE148I01020
ICICIBANK,320,320.7,314.85,315.75,316.8,322.15,9433558,2992640215.25,12-JUN-2017,83057,INE090A01021
ICICIPRULI,434.6,435,420.75,422.75,423.65,434.6,372156,158765343.5,12-JUN-2017,13184,INE726G01019
IDBI,59.1,59.75,58.1,58.3,58.25,59.9,2714012,159912176.4,12-JUN-2017,10309,INE008A01015
IDEA,78.8,79.75,78.2,79.05,79.05,78.95,4393522,348138972.1,12-JUN-2017,17000,INE669E01016
IDFC,57.4,57.55,56.25,56.4,56.35,57.65,1713896,97328988.85,12-JUN-2017,4410,INE043D01016
IDFCBANK,58.6,58.7,57.8,57.95,57.8,58.7,4492381,261121725.05,12-JUN-2017,12561,INE092T01019
IGL,1090,1097.3,1069.05,1073.55,1073,1098.7,260060,280911725.2,12-JUN-2017,7384,INE203G01019
INDIACEM,213.5,214,208.7,210.6,210.5,213.85,2662702,563531257.9,12-JUN-2017,15293,INE383A01012
INDIANB,306.1,306.15,295.25,296.85,296.5,307,868014,259287343.85,12-JUN-2017,11597,INE562A01011
INDIGO,1144.6,1168,1128,1140.6,1137.95,1151.1,358639,413102780.15,12-JUN-2017,12442,INE646L01027
INDUSINDBK,1520,1524.25,1502.1,1505.8,1504.9,1526.85,325151,491332121.75,12-JUN-2017,16128,INE095A01012
INFIBEAM,993.8,1000.9,990,996.3,998,991.85,620288,616326705.4,12-JUN-2017,7003,INE483S01012
INFRATEL,380.55,386,376.8,384.75,384.75,382.65,1660758,634484310.35,12-JUN-2017,47895,INE121J01017
INFY,943.35,965.2,940.1,963.85,964.4,948.6,4295838,4097996731.1,12-JUN-2017,89686,INE009A01021
IOC,421.8,424.8,418.15,423.65,422,420.05,3167837,1338551561.7,12-JUN-2017,38130,INE242A01010
IRB,228.55,230.2,226,227.65,227.25,229.05,1094592,249733068.15,12-JUN-2017,11866,INE821I01014
ITC,307,307.5,302.5,304.4,304.25,306,6266299,1909038216.4,12-JUN-2017,50916,INE154A01025
IBULHSGFIN,1167,1167,1150.25,1153.55,1153.25,1156.05,1013264,1173283137.95,13-JUN-2017,42816,INE148I01020
ICICIBANK,315.05,318.7,313.9,314.85,314.5,315.75,8459560,2678520714.05,13-JUN-2017,79099,INE090A01021
ICICIPRULI,426.35,432.4,422.75,428.9,428.75,422.75,480293,206303498.45,13-JUN-2017,12808,INE726G01019
IDBI,58.3,58.7,57.1,57.4,57.2,58.3,2311430,134085914.25,13-JUN-2017,9116,INE008A01015
IDEA,79,79.55,78.55,79.1,78.7,79.05,5240363,414331331.15,13-JUN-2017,19187,INE669E01016
IDFC,56.6,56.95,56.3,56.5,56.35,56.4,1213899,68782317.8,13-JUN-2017,3641,INE043D01016
IDFCBANK,58.25,58.3,57.6,57.9,57.95,57.95,5621504,325643773.1,13-JUN-2017,21217,INE092T01019
IGL,1075,1106,1066.55,1090.95,1089.9,1073.55,467237,509221604.65,13-JUN-2017,11342,INE203G01019
INDIACEM,211.1,213.5,208.15,209.3,208.45,210.6,2352477,496996932,13-JUN-2017,16127,INE383A01012
INDIANB,296.95,303,296.85,299.2,298.35,296.85,567012,170113710.75,13-JUN-2017,10401,INE562A01011
INDIGO,1148,1157,1137.1,1145.7,1145.7,1140.6,314684,361983445.95,13-JUN-2017,11244,INE646L01027
INDUSINDBK,1513.8,1513.8,1487.2,1492.15,1488.6,1505.8,671410,1007202110.1,13-JUN-2017,36703,INE095A01012
INFIBEAM,992.65,1022.6,992,1002.3,1000,996.3,783709,783010234.95,13-JUN-2017,9483,INE483S01012
INFRATEL,385,389.85,379.55,384.2,381.55,384.75,1863956,716802446.45,13-JUN-2017,38488,INE121J01017
INFY,953.5,962.95,951.6,957.8,957.95,963.85,2468897,2365833763.7,13-JUN-2017,69355,INE009A01021
IOC,423.95,425.3,418.1,419.75,419.8,423.65,2892768,1217297067.6,13-JUN-2017,49347,INE242A01010
IRB,227.7,229.3,224.35,225.3,224.4,227.65,866077,196136148.4,13-JUN-2017,9045,INE821I01014
ITC,305.05,306,302.2,305.25,305.1,304.4,5107002,1553584991.6,13-JUN-2017,69676,INE154A01025
IBULHSGFIN,1152.9,1164.9,1145.25,1160.85,1161.1,1153.55,1167025,1347391118.95,14-JUN-2017,47966,INE148I01020
ICICIBANK,319.1,322.4,315.4,319.05,319,314.85,20240274,6442341597.85,14-JUN-2017,129097,INE090A01021
ICICIPRULI,428.05,446.5,426.25,437.05,437.5,428.9,1010693,442113722.65,14-JUN-2017,24233,INE726G01019
IDBI,57.45,60.7,57.05,60.05,59.65,57.4,6391227,377148329.5,14-JUN-2017,20149,INE008A01015
IDEA,79.1,79.25,76.3,77.05,77.2,79.1,10967499,849643223.65,14-JUN-2017,36139,INE669E01016
IDFC,56.4,56.95,56.15,56.5,56.75,56.5,1003347,56746354.95,14-JUN-2017,3624,INE043D01016
IDFCBANK,58.05,58.2,57.6,58,57.85,57.9,5357326,310433477.4,14-JUN-2017,23325,INE092T01019
IGL,1087,1089.95,1071,1073.6,1074,1090.95,266151,286125997.65,14-JUN-2017,9477,INE203G01019
INDIACEM,209.7,210.5,206.95,209.35,209.5,209.3,2733592,570443476.2,14-JUN-2017,15002,INE383A01012
INDIANB,302,307.8,296.2,306.05,305.6,299.2,1031940,312006199.9,14-JUN-2017,13723,INE562A01011
